gene_id,WT1,WT2,LOF1,LOF2,LOF3,GOF1,GOF2,GOF3
Cxcr1,0,0,0,0,0,0,0,0
Arpc2,47.3161,43.4438,48.3166,70.9743,65.908,40.9075,51.8553,58.5069
Gpbar1,0,0,0,0,0,0,0,0.179363
Aamp,28.4011,17.8447,23.7284,19.4829,12.0331,25.4549,27.485,20.6395
Pnkd,15.0596,17.6856,9.49739,9.96899,5.55474,9.49877,9.02599,15.399
Tmbim1,31.2118,26.3429,34.3198,35.8703,32.8344,32.0845,31.4205,25.6549
Catip,0,0,0,0,0.147408,0,0,0
Slc11a1,0,0,0,0,0,0,0,0
Ctdsp1,64.3069,38.65,49.565,57.6682,44.9222,57.783,59.8777,58.5415
Mir26b,0,0,0,0,0,0,0,0
Vil1,77.9707,65.6307,94.16,109.429,137.16,72.8753,76.4194,87.3739
Usp37,3.87524,2.30837,4.16668,3.16817,5.3039,3.86437,3.01586,4.18372
Rqcd1,24.8775,15.1791,26.9764,27.1095,22.1377,20.7066,25.1061,28.3347
Plcd4,0,0,0,0,0,0.0748229,0,0
Zfp142,11.5147,14.7734,7.61919,8.8702,10.3298,7.72724,6.57819,8.13437
Bcs1l,5.69695,7.58846,5.86784,8.35063,4.43862,8.51715,8.35429,6.02001
Rnf25,18.6401,19.3691,20.2721,18.3221,18.4857,22.0204,23.6729,21.7542
Stk36,1.06877,0.685975,0.154616,0.064427,0,0.099663,0.545095,0.493666
Ttll4,16.5689,14.7331,18.0643,15.37,13.96,14.079,16.0895,13.5266
Cyp27a1,5.1119,15.946,12.6093,12.8292,14.3437,13.6726,12.4897,19.7051
Prkag3,0.311663,0.992267,0.95073,0.800307,0,0.461648,0.210114,0.0338705
Wnt6,0,0,0.0269723,0.168548,0,0.160399,0,0
Wnt10a,0,0,0,0,0,0,0,0
Cdk5r2,0,0,0,0.0254479,0,0.211929,0.103753,0.121854
Fev,0.394242,0.314026,1.00293,0.650729,0,0.917229,0.343865,1.06723
Cryba2,0,1.17229,0,0,0,0.128421,0.440398,0
Mir375,0,0,0,0,0,0,0,0
Ccdc108,0.288835,0,0.244872,0.0470941,0,0.0140099,0,0
Ihh,5.02232,1.16731,3.80145,6.36334,3.14392,2.94397,2.34932,2.97919
Nhej1,3.16498,0,0,1.15504,0,1.18365,0.892795,1.38188
Slc23a3,0.791729,1.06716,0.894654,0.830125,0,3.10351,1.93388,2.5348
Cnppd1,17.9011,10.532,11.3747,11.7054,11.1695,16.4812,20.3032,22.5522
Fam134a,15.3484,12.5703,16.2735,19.0856,14.5143,23.3636,22.4777,23.3311
Zfand2b,11.7407,13.4333,15.7691,15.6308,0.806477,14.8761,9.9981,15.3855
Abcb6,7.10308,3.35301,3.25529,4.88733,2.49559,2.0727,3.14627,2.92535
Atg9a,14.2152,16.4875,16.8452,21.6099,22.7276,11.5371,13.9011,14.6728
Ankzf1,17.1487,9.92052,23.3212,19.8742,18.0931,14.925,22.1259,18.1351
Glb1l,1.20041,1.80313,0.0790409,0.770635,0,0.493721,1.10778,1.17096
Stk16,12.9674,15.5314,10.1234,14.6763,14.9601,9.71787,11.1902,11.01
Tuba4a,94.2597,79.5052,106.534,122.138,73.7113,71.4228,88.9796,104.987
A630095N17Rik,0,0,0,0,0,0,0.374378,0
Dnajb2,3.07215,3.5828,4.3498,3.76178,3.00311,4.63932,5.93029,5.58237
Ptprn,0,0,0.107944,0.25058,0,0.0458685,0.0687669,0.0461518
Resp18,0,0,1.31983,0,0,0,0,0
Dnpep,18.8103,15.0331,18.6633,27.883,18.9448,15.2683,23.5427,18.031
Des,0,0.145606,0,0,0,0,0,0
Gm15179,0,0,0,0,0,0,0,0
Speg,0,0,0,0,0,0,0,0
Gmppa,31.3744,29.6117,24.7284,45.479,25.0377,27.6743,28.8124,33.7246
Asic4,0,0,0,0,0,0,0,0
Chpf,1.42247,1.65932,1.41689,1.18438,0,0.935032,1.33134,2.21292
Tmem198,0,0.587331,0,0,0,0.0189204,0.0324215,0.057115
Obsl1,0,0,0,0,0,0,0,0
Inha,0,0,0,0.121929,0.43371,0,0.12426,0
Stk11ip,4.06227,2.78796,3.9843,3.59115,3.44366,3.45098,4.50417,4.42665
Slc4a3,0,0,0,0,0,0,0,0
Gm17751,0,0,0,0,0,0,0,0
Mir6343,0,0,0,0,0,0,0,0
Epha4,2.00959,1.07297,1.08727,0.785784,0.0944399,2.31238,3.77772,1.90068
Mir6352,0,0,0,0,0,0,0,0
Pax3,0,0,0,0,0,0,0,0
Sgpp2,36.3622,21.233,40.3047,31.066,33.9035,27.0135,42.1211,31.6423
Farsb,36.5648,28.2439,41.2932,39.739,36.1928,35.5032,45.7981,37.8751
Mogat1,0,0,0,0,0,0,0,0
Utp14b,2.62981,2.78555,2.88788,2.20758,1.74813,1.65115,2.65572,1.05738
Acsl3,2.91297,1.46859,6.0554,2.39472,1.39921,2.71155,2.89952,3.17838
Kcne4,0,0,0,0,0,0,0,0
Scg2,0,0,0.62264,0,0,0.06613,0.410766,0.0998114
Ap1s3,2.33747,3.13688,3.10278,2.77315,6.10217,3.28901,3.86301,2.32848
Wdfy1,10.8956,11.8498,5.45202,9.57713,8.78355,6.2717,7.10941,11.245
Mrpl44,5.86765,4.68914,7.99752,6.77946,1.563,7.67437,5.85981,8.1435
Serpine2,0.237885,0,0.515898,0,0,0,0.311282,1.27951
Fam124b,0,0,0,0,0,0,0,0
Cul3,8.1655,7.40287,8.69618,9.16565,9.2905,9.05506,9.79866,13.905
1700016L21Rik,0,0,0,0,0,0,0,0
Dock10,0,0,0,0,0,0,0,0
Nyap2,0,0,0,0,0,0,0,0
Mir6344,0,0,0,0,0,0,0,0
Irs1,0.494191,0.451735,0.186698,0.156816,0,1.16744,0.572514,1.28812
Rhbdd1,6.7165,5.63363,5.12769,7.22528,4.40476,5.01477,5.90968,6.7083
Col4a4,0,0,0.0411675,0.00857744,0,0.0102073,0.0218594,0
Col4a3,0.0090759,0.00844163,0,0.0699223,0,0.0277365,0.0158396,0.0186043
Mff,3.95443,3.02221,7.79373,6.03586,6.18703,6.06128,5.99836,6.97694
Tm4sf20,6.69741,4.62937,11.373,5.32939,20.0102,13.7189,13.5903,18.1992
Agfg1,14.2936,12.8642,17.3083,15.2554,16.6802,14.4723,13.1711,12.545
Slc19a3,0.0269286,0,0.516341,0.357271,1.43493,0.383928,0.16446,0
Ccl20,0,0,0.689461,0,0,0,0,0.3433
Daw1,0,0,0,0,0,0,0,0.0256782
Sphkap,0,0,0,0,0,0,0.189241,0
Pid1,0,0,0,0,0,0.214994,0,0.0618079
Mir6353,0,0,0,0,0,0,0,0
Dner,0,0,0,0,0.916882,0,0.0382136,0
Mir5126,0,0,0,0,0,0,0,0
Trip12,13.6176,9.55427,16.4745,12.6209,15.2337,14.5015,16.2129,14.854
Fbxo36,3.0244,2.62716,2.27239,2.58802,0,2.92744,4.08288,0.749069
Slc16a14,0,0,0,0,0,0,0,0
A530032D15Rik,0,0.130308,0,0.183325,0,0.440076,0.0305738,0.247349
Gm7609,0.410958,0.477417,0.65088,0.879322,0,0.522922,0.627308,0.447277
C130026I21Rik,0.0216882,0.181502,0,0.0123766,0,0.0220851,0.0757041,0.0740885
Sp110,7.82666,8.03041,2.78259,3.01998,5.20847,2.63434,2.81679,4.92921
Sp140,3.87935,2.89149,3.21779,2.16356,3.43664,5.89126,4.06273,5.35109
Sp100,13.1037,10.3261,11.2819,7.81554,17.197,2.01281,2.93995,3.21163
A630001G21Rik,0,0,0,0,0,0,0,0
Mir8096,0,0,0,0,0,0,0,0
9930111H07Rik,0,0,0,0,0,0,0,0
Cab39,12.9591,5.94765,11.3933,14.0896,14.0024,11.2401,12.8025,10.8383
Itm2c,14.4236,7.30309,13.7133,15.7076,14.1068,15.5878,23.6712,21.1543
4933407L21Rik,0,0,0,0,0,0,0,0
Gpr55,4.20368,4.81919,6.0389,3.30052,4.45097,3.49206,7.27966,2.28313
Spata3,0,0,0,0,0,0,0,0
2810459M11Rik,4.55245,5.166,4.64094,7.03426,0.364727,4.87961,5.74686,3.41221
Psmd1,20.1516,25.6448,25.9374,27.395,24.9141,21.6587,22.0952,24.0536
Htr2b,0.19652,0.949949,0.0269173,1.68205,0,0.420189,0.548598,0.704685
Armc9,3.04349,1.60699,3.16522,3.21622,0.0581732,2.79245,3.36059,1.63627
B3gnt7,2.35861,2.4237,2.99666,8.34101,10.9851,1.72234,2.38264,1.65353
Ncl,62.0248,39.9188,53.758,44.0941,47.5023,64.7459,67.4339,68.1461
Snora75,0,0,0,0,0,0,0,0
Gm24148,0,0,0,0,0,0,0,0
Snord82,0,0,0,0,0,0,0,0
C130036L24Rik,1.26714,1.73497,1.32472,0.513683,2.53771,2.13794,2.3847,1.29773
Nmur1,0,0,0,0,0,0,0,0
1700019O17Rik,0,0,0,0,0,0,0,0
Ptma,434.48,340.826,424.686,431.16,428.349,446.918,433.475,521.575
Pde6d,10.7545,2.33339,5.91486,6.65069,6.57096,6.90899,5.61322,11.5349
Cops7b,16.0342,9.7683,7.49482,12.7904,10.6552,11.5505,9.72182,10.2814
Nppc,0,0,0,0,0,0,0,0.635152
Dis3l2,9.63095,5.77214,6.42033,11.1085,11.3764,12.6734,8.03644,12.8185
Alppl2,0,0,3.06003,1.99464,0.293198,0,0,0
Alpi,28.0492,76.2976,90.6615,162.04,127.315,17.2247,17.8088,27.8516
Akp3,3.19236,35.1934,32.0558,38.0628,8.78455,9.74941,4.49823,18.8162
Ecel1,0,0,0,0,0,0,0,0
Prss56,0,0,0,0,0,0,0,0
Chrnd,0,0,0,0,0,0,0,0
Chrng,0,0,0,0,0,0,0,0
Eif4e2,23.6348,16.6289,28.9699,28.2256,25.6704,20.8318,23.0593,26.2639
Efhd1,0.363942,0,0,0,0,0,0,0
Gigyf2,30.0975,23.0107,26.7602,27.5418,24.1054,28.3973,25.8463,23.5181
Kcnj13,0.622263,0.289098,0.298344,0.612439,0,0.443324,1.62815,0.955988
3110079O15Rik,0,1.01314,0,0,0,0,0.380925,0
Ngef,20.7725,16.939,16.3406,11.1848,12.0196,16.6907,19.8988,17.4209
Neu2,2.879,1.8486,0.501902,1.53139,0,3.6868,5.68269,3.98803
Inpp5d,2.4773,7.11936,3.21539,4.12817,5.74906,2.17241,0.348353,1.39427
Atg16l1,3.45952,5.1516,4.96972,3.25573,2.07905,4.60923,4.539,4.43787
Scarna6,0,0,3.81771,4.51082,0,0,0.241331,0
Sag,0,0.0445692,0,0,0,0.0244085,0.0627433,0
Dgkd,12.5009,8.73575,10.9153,6.58012,3.25996,8.08329,8.61796,8.64968
Usp40,3.74771,2.81888,3.08442,4.57265,5.82559,2.85509,4.764,3.36067
Ugt1a10,9.03E-08,0.0278333,5.48E-08,0.0199563,1.63E-07,0.0318065,4.04E-08,1.35E-08
Ugt1a9,0.173785,0.0894406,0.224758,0.673832,1.85E-07,0.0265398,0.091272,1.57E-08
Ugt1a7c,10.9125,9.57782,22.5586,15.9137,17.5122,3.23304,5.43675,2.31193
Ugt1a6b,4.3115,4.26705,3.87589,8.43762,4.01719,2.44266,2.4407,2.27854
Ugt1a6a,4.18254,3.38248,4.8238,7.08025,3.40037,2.1292,3.05302,0.616677
Ugt1a5,1.32554,1.65819,1.409,2.36973,6.28922,0.298423,0.625955,0.23467
Ugt1a2,0.279314,1.41337,0.281611,0.561839,1.33935,0.0129989,0.473713,1.66E-08
Ugt1a1,14.8584,4.11223,16.3277,32.5259,17.761,7.374,2.16261,3.03871
Dnajb3,1.69972,2.84161,0.232865,1.85455,2.58675,1.08078,0,0
Mroh2a,0.135654,0.0679382,0.264375,0.169717,0,0.0584632,0.0227641,0.0855589
Hjurp,15.6434,24.7413,12.8263,15.9798,10.3461,9.52805,6.76004,10.8139
6430706D22Rik,48.5021,40.1562,27.1881,30.8873,23.6993,15.5275,19.7464,26.5856
A730008H23Rik,4.29083,2.08909,2.66342,0.31991,5.67185,0.229298,2.78656,0.000119495
Trpm8,0,0,0,0,0,0,0,0
Spp2,0,0,0,0,0,0,0,0
Glrp1,0,0,0,0,0,0,0,0
Gm19589,0.33771,0,0,0,0,0.312631,0.0669614,0
Arl4c,1.8802,0.334809,0.534184,0.222579,0,3.54475,1.92849,5.71888
2410088K16Rik,0,0,0,0,0,0,0,0
1700067G17Rik,0,0,0.749516,0.0668374,0,1.19081,0,0
Sh3bp4,13.2045,8.35359,7.23377,8.13425,10.3817,16.0112,19.8408,16.038
Mir7669,0,0,0,0,0,0,0,0
C030007H22Rik,0,0,0,0,0,0,0,0
Agap1,9.89559,10.7723,9.30634,7.84536,9.39417,12.0817,12.1358,12.1504
4933400F21Rik,0.242329,1.00378,0.075429,0.197999,0,0.246803,0.27871,0.327341
Gbx2,0,0,0,0,0,0,0,0
Asb18,0,0,0,0,0,0,0,0
Iqca,0,0,0,0,0,0,0,0
Ackr3,0.680651,0.372184,0,0.0342683,0.914271,2.38419,0.716019,4.45064
Cops8,3.0257,3.39139,6.27755,7.21687,7.62022,6.99883,6.73428,4.3988
Col6a3,0,0,0,0,0,0,0,0
Mlph,8.94031,11.9383,11.9664,16.8679,13.8941,15.033,15.994,9.48741
Prlh,0,0,0,0,0,0,0,0
Rab17,6.49419,3.93249,7.4321,17.3206,6.27569,12.847,8.73882,12.9363
Lrrfip1,4.55337,3.97771,5.26278,4.49137,0.743843,3.93102,6.52884,6.55922
Rbm44,0,0,0,0,0,0,0,0
Ramp1,0,0,0.705686,1.98509,1.68484,1.67971,0.413787,0.50217
Ube2f,2.64585,3.20178,1.64364,3.02801,1.17072,2.75552,5.1251,4.31697
Scly,9.15688,9.29881,8.46205,11.6777,9.0975,6.57146,8.16476,10.7381
Espnl,0,0,0,0,0,0,0.0252452,0.118604
Klhl30,0,0,0,0,0,0.0674756,0,0
Fam132b,7.69797,5.75241,5.83785,6.65011,7.05359,6.24235,10.2172,7.4058
Ilkap,13.5444,12.0729,8.26949,11.3296,9.56181,9.762,7.7774,11.801
1700020N18Rik,0,0,0,0,0,0,0,0
Hes6,19.951,23.0993,11.4666,14.5163,8.38219,29.305,29.2844,35.1628
Per2,4.1213,6.86427,3.81811,3.39527,3.69126,3.57378,2.39157,2.85727
Traf3ip1,1.9111,2.7714,0.405072,1.76243,2.77112,1.54086,2.18355,1.17736
Asb1,0.313323,0.468778,0.0466391,0.287267,0,0.131824,0.350667,0.209423
Twist2,0,0,0,0,0,0,0,0
Hdac4,13.1535,9.66549,11.1039,14.6386,8.43393,8.20628,10.2553,10.672
Ndufa10,40.1949,46.2712,52.2287,65.3464,51.2482,61.9979,60.8395,64.9779
Mir6900,0,0,0,0,0,0,0,0
Olfr1416,0,0,0,0,0,0,0,0
Olfr1415,0,0,0,0,0,0,0,0
Olfr1414,0,0,0,0,0,0,0,0
Olfr1413,0,0,0,0,0,0,0,0
Olfr1412,0,0,0,0,0,0,0,0
Olfr1411,0,0,0,0,0,0,0,0
Olfr1410,0,0,0,0,0,0,0,0
Olfr12,0,0,0,0,0,0,0,0
Myeov2,4.2243,10.6505,5.30921,8.34169,3.56787,10.7171,5.92577,9.71254
Otos,0,0,0,0,0,0,0,0
Gpc1,0.201667,0.604253,0.0306887,0.0479506,0,0.0456421,0.29326,0.321468
Mir149,0,0,0,0,0,0,0,0
Ankmy1,0,0.16023,0,0,0,0,0.010739,0
Dusp28,1.28412,2.33477,1.10894,0.501728,0,0.994515,1.04699,3.23109
Rnpepl1,35.3627,26.5885,31.5913,40.6818,26.0575,27.4857,33.1962,37.5445
9430060I03Rik,0.0987292,0.0917598,0,0.190126,0,0.175884,0.990369,0
Capn10,5.90893,4.17236,3.98921,4.71185,0.318259,4.08731,4.25556,4.25544
Gpr35,16.49,18.615,14.5771,16.5655,20.027,17.2975,15.584,20.7927
Aqp12,0,0,0,0.0675573,0,0,0,0
Kif1a,0,0,0.00655708,0,0,0,0,0
Agxt,0,0,0,0.182928,0,0,0,0
2310007B03Rik,0.388499,1.37925,2.56436,3.64351,0,2.15818,2.00321,1.70109
Sned1,0.848359,0.427345,0.435698,0.642978,0.13455,0.171017,0.0925291,0.135845
Mir6901,0,0,0,0,0,0,0,0
Mterf4,1.68449,1.34256,1.53254,1.0814,0.732752,1.91159,1.35423,2.12068
Pask,2.35598,2.76391,1.44458,2.47147,0.879216,2.3527,2.53946,1.66491
Ppp1r7,11.027,8.79267,11.5661,11.8343,11.2713,9.86973,12.6498,7.28171
Mir6902,0,0,0,0,0,0,0,0
Mir6345,0,0,0,0,0,0,0,0
Ano7,9.74967,31.3596,15.7637,26.0013,24.3335,10.7621,5.07031,7.08716
Hdlbp,48.5652,37.1896,53.0913,60.1205,53.3316,49.0082,55.022,49.4814
2-Sep,13.6927,6.59067,11.4852,11.661,18.1982,16.3299,15.601,18.2503
Farp2,9.45336,8.35698,8.96006,11.0265,9.34318,7.28312,4.46045,4.53196
Stk25,29.6578,30.6337,37.4273,44.452,23.0625,30.8599,44.4859,41.0114
Bok,3.90755,2.81816,3.79481,1.14803,0,4.06629,7.60477,9.46822
Thap4,15.8746,19.9328,18.5744,17.9502,15.0327,14.6696,17.7702,23.5868
Atg4b,6.51252,6.68349,4.71887,6.89288,3.70274,7.36146,7.30874,8.23775
Dtymk,25.1849,21.0635,33.9092,28.2754,2.95586,23.4968,22.2812,24.2357
Ing5,7.4378,4.73007,6.41716,5.49444,4.376,5.0209,5.64632,6.0604
D2hgdh,17.2142,16.8331,14.8518,14.41,7.66733,16.252,21.3986,9.24859
Gal3st2,4.9564,10.0598,14.5451,10.3035,5.90083,3.35375,3.91846,2.41176
Gm9994,5.15139,5.35203,10.1189,9.43857,7.91324,3.78257,4.41428,1.98287
Gm6086,1.19791,1.84957,3.08282,2.65683,1.23905,0.941584,1.50108,0.650496
Neu4,0,0,0,0,0,0,0,0
Pdcd1,0,0,0,0,0,0,0,0
4930440C22Rik,0,0,0,0,0,0,0,0
Fam174a,0.154462,0.0717937,0.0793369,0.743663,0,0.45215,0.370556,0.375844
St8sia4,0,0,0,0,0,0,0,0
4930598F16Rik,0,0,0,0,0,0,0,0
1700063A18Rik,0,0,0,0,0,0,0,0
4930533P14Rik,0,0,0,0,0,0,0,0
Slco4c1,0,0,0,0,0,0,0,0
Slco6b1,0,0,0,0,0,0,0,0
Slco6c1,0,0,0,0,0,0,0,0
D1Ertd622e,4.22584,3.2469,4.58202,6.17923,6.25491,2.62981,3.90445,3.12724
Ppip5k2,11.7013,7.92531,13.4026,13.3763,18.2898,16.3021,16.5671,13.2233
Gin1,1.59739,0.92806,2.13325,1.43559,1.21589,2.96816,0.696748,1.08421
Pam,1.17828,0.502954,1.42853,1.17393,2.42629,1.01319,2.33426,1.29656
B230216N24Rik,0,0,0.247214,0,0,0,0.0314746,0.221761
1810006J02Rik,0,0,0,0,0,0,0,0
Slco6d1,0,0,0,0,0,0,0,0
Cntnap5b,0,0,0,0,0,0,0,0
Gm20268,0,0,0,0,0,0,0,0
Cdh20,0,0,0,0,0,0,0,0
Rnf152,1.84099,1.16868,1.2797,2.46269,3.32701,0.809824,0.375768,0.524131
Pign,3.38988,3.44337,3.57293,3.55047,2.86263,3.24094,4.28053,3.45055
2310035C23Rik,3.13131,2.91218,4.52773,3.58426,4.98949,5.17741,4.76564,3.7614
Tnfrsf11a,7.22321,8.93731,8.94615,6.8484,8.48757,6.49367,6.45343,6.09107
Zcchc2,20.2807,16.0671,13.4487,12.8507,10.8875,10.9107,12,10.5841
Gm20753,0,0,0,0,0,0,0,0
Phlpp1,8.24866,5.28998,8.48566,7.28673,5.97607,10.6175,13.3735,11.4938
Bcl2,9.20911,8.10491,6.42197,6.11244,1.95079,7.34817,8.83387,12.4052
Mir3473f,0,0,0,0,0,0,0,0
Kdsr,2.60773,1.74357,3.21419,3.01049,2.57549,2.2901,2.0479,2.11638
Vps4b,6.31734,3.37934,7.03196,8.09027,4.7348,5.78786,7.45904,6.11108
Serpinb5,0.0628271,0,0.107563,0.120997,1.07606,0,0.150733,0
Serpinb12,0,0,0,0,0,0,0,0
Serpinb13,0,0,0,0,0,0,0,0
Serpinb3a,0,0,0,0,0,0,0,0
Serpinb3d,0,0,0,0,0,0,0,0
Serpinb3b,0,0,0,0,0,0,0,0
Serpinb3c,0,0,0,0,0,0,0,0
Serpinb11,0,0,0,0,0,0,0,0
Serpinb7,0,0,0,0,0,0,0,0
Serpinb2,0,0,0,0,0,0,0,0
Serpinb10,0,0,0,0,0,0,0,0
Serpinb8,0,0,0,0,0,0,0,0
D830032E09Rik,0,0,0,0,0,0,0,0
Cdh7,0,0,0,0,0,0,0,0
Cdh19,0,0,0,0,0,0,0,0
Dsel,0.0818675,0.10152,0.0280296,0.00583991,0.103877,0.00694923,0.0773891,0.00699193
Cntnap5a,0,0,0,0,0,0,0,0
Tsn,8.08365,11.2867,8.38468,8.42936,6.91527,9.35853,10.74,8.64751
Nifk,11.3679,7.43284,6.63097,11.1357,8.55403,11.8377,8.69115,8.78989
Clasp1,8.97242,7.8262,8.80179,8.467,8.96786,7.12482,9.6842,9.45581
2900060B14Rik,1.26539,0.440119,0,0.676592,0,1.68759,0.344559,0.889879
Tfcp2l1,1.59157,2.04431,4.08822,7.02115,6.44324,1.66851,1.65706,1.61831
Gli2,0,0,0,0,0,0,0,0
Inhbb,0,0,0,0,0,0.0568573,0,0
Ralb,5.2313,2.44818,7.57946,7.23425,6.90759,3.65982,6.02292,5.35982
Tmem185b,7.51376,5.95798,5.41732,8.08176,5.28801,4.44663,7.90361,5.47652
3830432H09Rik,0,0,0,0,0,0.102249,0.204408,0.0514424
Epb4.1l5,3.40597,4.51802,1.48792,2.45136,4.49403,3.38166,2.05621,4.55554
Ptpn4,0.184603,1.40463,0.781444,0.912201,2.10804,2.16232,2.24775,1.71127
Tmem177,4.31708,3.20236,3.23865,3.93402,0.461569,3.72971,3.35397,2.36102
Cfap221,0,0,0,0,0,0,0,0
Sctr,0,0,0.174871,0,0,0,0,0
Tmem37,3.65439,5.92002,9.02353,13.3819,13.9038,2.93973,2.96421,1.00069
Dbi,69.002,40.2876,67.8726,80.3014,73.0752,46.8665,46.0695,65.2452
3110009E18Rik,0.713543,1.86092,0,0.853162,0,0.39341,1.0425,0
Steap3,14.1706,9.0004,11.0819,11.0562,7.43547,7.46761,5.82542,4.58603
C1ql2,0,0,0,0,0,0,0,0
Marco,0,0,0,0,0,0,0,0
En1,0,0,0,0,0,0,0,0
Celrr,0,0,0,0,0,0,0,0
Insig2,2.95225,1.03762,1.46989,2.22519,3.06354,3.20272,2.51867,3.06022
Ccdc93,3.80073,3.70582,3.84344,4.94798,3.73909,4.12331,3.67823,2.58873
Htr5b,0,0,0,0.0348481,0,0,0,0
Ddx18,29.5633,23.4613,19.3078,15.7379,30.3245,19.089,20.1451,21.0918
Dpp10,0,0,0,0,0,0,0,0
Actr3,14.9755,9.78228,16.7682,18.093,24.5301,20.6387,19.9855,18.9219
Slc35f5,1.45744,2.3641,3.31279,2.40208,8.73379,2.87352,2.67831,3.3203
Gpr39,11.483,7.33995,10.8945,13.7322,13.5441,7.62812,4.42211,9.75901
Lypd1,4.82462,3.59529,3.9322,8.13948,3.79375,6.17071,3.79139,5.57605
Nckap5,0.575962,0.88899,0.599162,0.528821,0.421604,1.73121,0.957869,1.27438
Mgat5,27.2021,19.3291,23.8495,22.0878,17.9425,26.9221,33.0041,27.8542
Tmem163,0.448557,0,0,0,0,0.456761,0.36338,0.0656569
Acmsd,0.105496,0.130767,0.0722471,0,0,0,0,0
2900009J06Rik,0,0,0,0,0,0,0,0.55572
Ccnt2,22.7482,22.5225,14.3209,15.8451,20.0942,19.1412,17.6338,14.8364
Map3k19,0,0,0,0.0517671,0,0,0,0.0723045
Rab3gap1,3.14775,3.27367,3.68603,3.18868,4.46651,3.24399,3.5835,2.86315
Zranb3,1.10599,2.03896,1.92661,1.81038,0,4.50701,3.22259,3.46957
R3hdm1,26.8203,22.0287,21.1963,26.5983,19.6687,24.2841,26.6156,28.2301
Mir128-1,0,0,0,0,0,0,0,0
Ubxn4,8.81084,10.2017,7.27992,8.4391,6.9286,9.22045,9.15518,8.36445
Lct,8.87748,10.0571,20.4344,14.517,14.254,4.65763,4.3122,2.96968
Mcm6,29.042,13.1546,26.3787,25.6747,19.5625,22.4699,21.1552,23.9824
Dars,7.01006,5.94607,10.0115,6.92105,9.02083,8.79991,10.2896,9.47605
Cxcr4,0,0,0,0,0,0,0.0986858,0
Thsd7b,0,0,0,0,0,0,0,0
Daf2,1.46066,0.413057,3.17536,0.760919,0,1.45427,2.82478,1.88625
Cd55,2.23443,2.61157,2.75434,1.40709,1.3364,2.11278,1.60127,2.58379
Zp3r,0,0,0,0,0,0,0,0
C4bp,0,0,0.714868,0.688663,0,0,0,0
C4bp-ps1,0,0,0,0,0,0,0.4172,0
Pfkfb2,3.90597,3.51396,4.73828,4.49096,6.99724,3.40732,4.24339,3.78718
Yod1,0.581,0.675348,0.071046,0.515086,0.315926,0.644573,1.02292,0.202008
AA986860,39.0437,16.3451,23.907,25.2239,32.1963,33.1246,31.7924,40.0777
Fcamr,2.92759,2.23827,3.07223,2.34403,1.61728,1.76545,1.1121,2.66045
Pigr,649.994,611.736,710.024,890.375,831.669,552.051,546.788,581.673
Faim3,0,0,0,0,0,0,0,0
Il24,0,0,0,0,0,0,0,0
Il20,0,0,0,0,0,0,0,0
Il19,0,0,0,0,0,0,0,0
Il10,0,0,0,0,0,0,0,0
Mapkapk2,16.9181,11.4394,13.2625,13.675,15.5304,18.7779,16.1291,17.0292
Dyrk3,1.84729,1.2057,1.72271,0.992409,0,3.58161,3.60018,2.85901
Eif2d,18.3953,11.8699,17.7716,20.3549,19.4632,20.8331,18.2407,22.4593
Rassf5,7.67748,6.769,4.00721,1.32235,1.69277,15.8884,24.2926,24.9453
Ikbke,11.1959,10.5959,9.32326,11.2055,12.9077,11.3005,7.0162,8.34256
Srgap2,5.07752,5.32879,3.33026,2.9018,2.81407,4.77104,6.7055,7.26773
Fam72a,0.9277,0.107798,0.0529443,0.645154,0.294226,0.295175,0.370927,1.00986
Avpr1b,0,0,0,0,0,0,0,0
Ctse,0,0.106995,0.394119,0.755275,1.31414,0,0.18408,0
5430435G22Rik,0,0,0.043774,0,0,0,0,0
Slc26a9,0.043698,0,0,0.112213,0,0,0.076254,0
Pm20d1,19.9675,15.891,28.5172,50.4665,47.4157,20.9543,9.22096,14.148
Slc41a1,17.3247,10.6885,13.3608,13.5166,8.64645,19.2,32.4004,26.6668
Rab29,4.57264,0.995644,1.71286,2.41523,2.17488,4.58046,3.48927,5.04859
Nucks1,11.0853,10.229,14.7127,13.8208,12.2634,14.2293,17.3966,14.8448
Slc45a3,0,0.272584,0.167288,0,0,0,0.0959126,0.10013
Elk4,25.3408,24.7727,24.8281,26.8637,23.2482,21.0993,30.3968,26.2012
Mfsd4,12.2997,9.63133,10.4588,12.9331,11.2868,6.55874,8.27215,5.3908
Cdk18,21.0672,20.4434,25.7776,41.5629,28.295,13.2419,15.8137,18.8419
Lemd1,0,0,0,0,0,0,0,0
Mir135b,0,0,0,0,0,0,0,0
Klhdc8a,0,0,0.393676,0.404798,1.4118,0.0944433,0.396444,0
Nuak2,13.0941,7.94892,8.9316,8.82995,5.67898,9.48386,7.73219,8.7781
Tmcc2,0,0,0,0,0,0,0,0
Dstyk,1.46278,2.09215,1.75918,1.18902,0.0935822,2.35399,2.61717,2.16058
Rbbp5,4.51112,6.78099,5.68343,5.07044,7.085,6.31174,4.6525,5.31844
Tmem81,0.614226,0.483061,0.291232,0.748124,0,0.673399,0.164857,0.67762
Cntn2,0.169924,0.291958,0.264091,0.118693,0.181736,0.387659,0.166941,0.10356
Nfasc,0.274212,0.504586,0.525296,0.969738,0.3164,0.34946,0.792647,0.258775
